Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
2.225000,171.554498,61.587395,-36.977879,900.000000,-25.587798,116.403765,45.893304,7.178824,-249.255984,9.733028,15.148152,18.132578,102.716331,-2.087064,-3.591798
2.250000,173.193752,61.888053,-41.491281,900.000000,-23.111857,83.195159,65.570169,12.026312,-180.536097,5.613744,10.620187,17.381773,102.856675,-1.821559,-3.157253
2.275000,175.243969,62.288767,-44.004792,900.000000,-20.583237,45.267475,82.008679,16.028552,-100.540409,3.733799,8.027100,15.423426,102.950020,-1.620882,-2.771668
2.300000,177.594116,62.730990,-44.320948,900.000000,-18.007702,4.772084,94.005867,17.688933,-12.646261,3.801068,7.550539,13.622612,103.045046,-1.432119,-2.431102
2.325000,180.103826,63.131041,-42.358149,900.000000,-15.391122,-35.993994,100.388419,16.002029,78.511951,4.801284,8.550199,13.192790,103.165079,-1.218364,-2.101283
2.350000,182.612448,63.399338,-38.187680,900.000000,-12.739462,-74.718384,100.344880,10.731908,166.818785,5.368054,9.796286,14.760797,103.299280,-0.973456,-1.732263
2.375000,184.956293,63.461944,-32.058016,900.000000,-10.058764,-109.204525,93.753778,2.504219,245.186563,4.280120,9.917475,18.127493,103.406283,-0.725519,-1.279075
2.400000,186.988822,63.278199,-24.386616,900.000000,-7.355140,-137.496257,81.301171,-7.349804,306.856003,0.911958,7.903762,22.318564,103.429082,-0.527925,-0.721111
2.425000,188.596137,62.849371,-15.712502,900.000000,-4.634751,-157.988791,64.292587,-17.153123,346.964548,-4.518921,3.487688,25.924855,103.316109,-0.440733,-0.072990
2.450000,189.703005,62.216593,-6.624121,900.000000,-1.903798,-169.519727,44.274718,-25.311094,363.535235,-11.005094,-2.734499,27.613823,103.040982,-0.509096,0.617356
2.475000,190.270212,61.449923,2.310647,900.000000,0.831495,-171.434996,22.688281,-30.666793,357.390727,-17.096965,-9.497028,26.619120,102.613557,-0.746521,1.282834
2.500000,190.287632,60.632212,10.591300,900.000000,3.564892,-163.625959,0.696796,-32.708457,331.226105,-21.419675,-15.310315,23.023733,102.078066,-1.129279,1.858427
2.525000,189.767550,59.841607,17.803751,900.000000,6.290163,-146.535568,-20.803264,-31.624218,288.498061,-23.162186,-18.990044,17.731429,101.499011,-1.604030,2.301713
2.550000,188.740935,59.135821,23.620401,900.000000,9.001098,-121.133240,-41.064619,-28.231420,232.665975,-22.355243,-20.069708,12.140586,100.940130,-2.105773,2.605227
2.575000,187.257287,58.540611,27.794258,900.000000,11.691516,-88.859873,-59.345900,-23.808386,166.954316,-19.839731,-18.946424,7.647037,100.444137,-2.579434,2.796403
2.600000,185.387071,58.044381,30.157437,900.000000,14.355286,-51.546107,-74.808642,-19.849215,94.527126,-16.946994,-16.714120,5.157748,100.020462,-2.997287,2.925347
