Time,phi,theta,psi,p,q,r,phi_dot,theta_dot,psi_dot,V_NED_x,V_NED_y,V_NED_z,Pos_NED_x,Pos_NED_y,Pos_NED_z
1.050000,148.009588,11.147558,-9.783310,900.000000,-24.121963,-97.336083,107.186743,72.842204,70.137667,97.536655,18.262551,1.454871,100.997533,-4.770282,-3.071421
1.062500,149.463753,12.154963,-8.712974,900.000000,-25.355676,-113.514184,116.333209,80.592438,85.626884,97.666733,19.689688,3.184739,102.218367,-4.524161,-3.031612
1.075000,151.034814,13.237919,-7.457294,900.000000,-26.574940,-128.076822,125.684847,86.636509,100.454425,97.607762,20.846700,5.478308,103.438464,-4.263578,-2.963133
1.087500,152.719591,14.373977,-6.027380,900.000000,-27.779058,-140.816749,134.782143,90.884623,114.393070,97.290539,21.560924,8.250701,104.654596,-3.994066,-2.859999
1.100000,154.508819,15.540354,-4.437483,900.000000,-28.967345,-151.552660,143.138251,93.310109,127.191793,96.662205,21.693222,11.367901,105.862874,-3.722901,-2.717900
1.112500,156.387161,16.714833,-2.705265,900.000000,-30.139124,-160.131766,150.267367,93.958352,138.577432,95.692275,21.151344,14.659375,107.059027,-3.458509,-2.534658
1.125000,158.333638,17.876719,-0.851990,900.000000,-31.293725,-166.431977,155.718135,92.950866,148.261978,94.376479,19.898669,17.934325,108.238733,-3.209776,-2.310479
1.137500,160.322494,19.007756,1.097454,900.000000,-32.430493,-170.363630,159.108471,90.482968,155.955531,92.737910,17.957415,20.999912,109.397957,-2.985308,-2.047980
1.150000,162.324456,20.092934,3.114751,900.000000,-33.548778,-171.870774,160.157015,86.814265,161.383769,90.825325,15.405986,23.679537,110.533274,-2.792733,-1.751986
1.162500,164.308283,21.121087,5.168596,900.000000,-34.647944,-170.931959,158.706150,82.252205,164.307580,88.708696,12.370725,25.829274,111.642132,-2.638099,-1.429120
1.175000,166.242439,22.085215,7.225368,900.000000,-35.727363,-167.560546,154.732452,77.130249,164.541780,86.472461,9.012969,27.350751,112.723038,-2.525437,-1.087236
1.187500,168.096721,22.982505,9.249990,900.000000,-36.786422,-161.804515,148.342614,71.783214,161.969800,84.207113,5.512798,28.199164,113.775627,-2.456527,-0.734746
1.200000,169.843668,23.814042,11.206891,900.000000,-37.824515,-153.745782,139.755755,66.522921,156.552076,82.000019,2.051241,28.385654,114.800627,-2.430886,-0.379925
1.212500,171.459614,24.584256,13.060981,900.000000,-38.841052,-143.499034,129.275681,61.617135,148.327193,79.926399,-1.207185,27.973919,115.799707,-2.445976,-0.030251
1.225000,172.925344,25.300181,14.778561,900.000000,-39.835454,-131.210097,117.258359,57.274057,137.406389,78.041460,-4.129785,27.071524,116.775225,-2.497599,0.308143
1.237500,174.226345,25.970600,16.328101,900.000000,-40.807153,-117.053859,104.080103,53.633499,123.963188,76.374569,-6.627310,25.816972,117.729908,-2.580440,0.630855
1.250000,175.352732,26.605160,17.680858,900.000000,-41.755596,-101.231783,90.110913,50.764771,108.220547,74.926184,-8.660771,24.363979,118.666485,-2.688700,0.935405
1.262500,176.298927,27.213540,18.811330,900.000000,-42.680242,-83.969038,75.695593,48.670421,90.437801,73.667972,-10.242842,22.864646,119.587334,-2.816735,1.221213
1.275000,177.063218,27.804721,19.697570,900.000000,-43.580565,-65.511298,61.143297,47.294468,70.899202,72.546221,-11.433824,21.453261,120.494162,-2.959658,1.489378
1.287500,177.647275,28.386392,20.321384,900.000000,-44.456051,-46.121242,46.724576,46.533685,49.905093,71.488251,-12.332695,20.232320,121.387765,-3.113817,1.742282
1.300000,178.055700,28.964524,20.668459,900.000000,-45.306201,-26.074817,32.674014,46.250588,27.766013,70.411187,-13.064271,19.262133,122.267905,-3.277120,1.983059
1.312500,178.295652,29.543113,20.728453,900.000000,-46.130531,-5.657311,19.196166,46.287090,4.799498,69.232157,-13.763840,18.555006,123.133307,-3.449168,2.214997
1.325000,178.376560,30.124088,20.495065,900.000000,-46.928571,14.840706,6.472598,46.478030,-18.671079,67.878825,-14.560866,18.074591,123.981792,-3.631179,2.440929
1.337500,178.309912,30.707388,19.966109,900.000000,-47.699866,35.127520,-5.331797,46.663991,-42.316477,66.299093,-15.563351,17.740469,124.810531,-3.825721,2.662685
1.350000,178.109106,31.291175,19.143593,900.000000,-48.443976,54.914420,-16.064513,46.702938,-65.801279,64.468937,-16.844422,17.437564,125.616393,-4.036276,2.880654
1.362500,177.789307,31.872178,18.033790,900.000000,-49.160479,73.919812,-25.583913,46.480215,-88.784221,62.397493,-18.432462,17.029445,126.396362,-4.266682,3.093523
1.375000,177.367299,32.446133,16.647291,900.000000,-49.848964,91.873223,-33.760623,45.916462,-110.919897,60.128802,-20.305844,16.374204,127.147972,-4.520505,3.298200
1.387500,176.861281,33.008296,14.999011,900.000000,-50.509040,108.519152,-40.481470,44.972971,-131.862400,57.739934,-22.392943,15.341300,127.869721,-4.800417,3.489966
1.400000,176.290591,33.553972,13.108122,900.000000,-51.140331,123.620703,-45.655147,43.654079,-151.271121,55.335543,-24.577588,13.827654,128.561415,-5.107636,3.662812
1.412500,175.675361,34.079051,10.997891,900.000000,-51.742477,136.962960,-49.218427,42.006333,-168.818519,53.039251,-26.709583,11.771322,129.224406,-5.441506,3.809954
